,id,cod_reunion,online_users,legislative_body_initials,youtube_status,max_online_users,created,modified,is_visible,reunion_type,title_reunion,reunion_object,reunion_theme,date,legislative_body,location,questions_count,answered_questions_count,messages_count,votes_count,participants_count,videos,youtube_id
1446,807,54051,0,CPD,2,22,2018-11-23T15:31:01.408645-02:00,2022-12-19T11:32:24.699223-03:00,True,Audiência Pública,DEFESA DOS DIREITOS DAS PESSOAS COM DEFICIÊNCIA,"Req 187/2018 - CPD - de autoria do Dep. Geraldo Resende.

Convidados: 

RENATO PORTO 
Diretor de  Regulamentação Sanitária da Agência Nacional de Saúde - ANVISA

LUIS PIVA JUNIOR
Representante da Sociedade Brasileira de  Reumatologia

SOLANGE NAPPO
Diretora de Assuntos Regulatórios da Associação da Indústria Farmacêutica de Pesquisa - Interfarma

PRISCILA TORRES 
Coordenadora da Rede de Associações de Pacientes Unidas em Prol de Medicamentos Biotecnológicos Seguros e de Qualidade para os Pacientes Brasileiros - BioRed Brasil 

VALDAIR PINTO 
Consultor independente na área  de medicamentos farmacêuticos
",Debater sobre a Resolução da Diretoria Colegiada da ANVISA na regulação da intercambialidade entre o produto originador e o produto biossimilar.,2018-11-29T09:45:07-02:00,Comissão de Defesa dos Direitos das Pessoas com Deficiência,"Anexo II, Plenário 13",13,0,25,63,17,"[{'id': 527, 'video_id': 'oj-E4djNPUo', 'title': None, 'is_attachment': False, 'order': 0}]",oj-E4djNPUo
1447,2433,63807,0,CDHM,2,38,2021-10-26T17:04:02.742132-03:00,2022-12-18T00:31:51.281625-03:00,True,Seminário,"Seminário - Conjunto das
Comissões CDHM, CE, CIDOSO e CLP (virtual)"," 
Convidadas e convidados:

1.Daniel Seidel, Secretário- Executivo da Comissão Brasileira Justiça e Paz da CNBB;
2.Dom Leonardo Steiner, Arcebispo de Manaus;
3.Makota Célia Gonçalves, Coordenadora do Centro Nacional de Africanidade e Resistência Afro-brasileira;
4.Marina Oliveira, Economia de Francisco e Clara;
5.Padre Júlio Lancelotti, Pároco da Paróquia de São Miguel Arcanjo no bairro da Mooca, na Cidade de São Paulo;
6.Romi Benke, Conselho Nacional das Igrejas Cristãs do Brasil - CONIC;
7.Sônia Oliveira, Presidente do Conselho Nacional de Leigos do Brasil.

Participações confirmadas.



Requerimentos 116/21 - CDHM; 69/CIDOSO; 170/CE e 81/CLP
 
",Fraternidade e Amizade Social: 1 Ano da Carta Encíclica Fratelli Tutti,2021-11-08T14:20:06-03:00,Comissão de Direitos Humanos e Minorias,"Anexo II, Plenário 06",3,0,5,3,4,"[{'id': 3011, 'video_id': 'a4Ep9sYCsU8', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 2949, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",a4Ep9sYCsU8
1448,655,51138,0,CSPCCO,2,1,2018-04-18T16:18:02.274319-03:00,2022-12-18T01:18:46.048842-03:00,True,Audiência Pública,SEGURANÇA PÚBLICA E COMBATE AO CRIME ORGANIZADO,"Convidados:


- MEIRE CRUVINEL
Coordenadora de Brasília e Centro-Oeste do Movimento Brasil Livre - MBL; (CONFIRMADA).


- JULIANA DIAS
Coordenadora do Movimento Vem pra Rua, será representada por CELINA FERREIRA, Líder de Brasília do Movimento Vem pra Rua; (CONFIRMADA).


- CLAY ZEBALLOS
Fundador e Coordenador do Movimento Brasil Contra a Corrupção - MBCC; (CONFIRMADO).


- RICARDO NORONHA
Fundador e Presidente do Movimento Limpa Brasil; (CONFIRMADO) e


- BRUNO SAL
Coordenador do Movimento Corrupção Zero. (CONFIRMADO).


Requerimento n° 282/2018, de autoria dos Dep. Laerte Bessa (PR/DF), Eduardo Bolsonaro (PSL/SP), João Campos (PRB/GO) e Vinicius Carvalho (PRB/SP).",Audiência Pública para discutir medidas de combate à corrupção e instituir o Dia Nacional de Combate à Corrupção. ,2018-04-18T16:08:23-03:00,Comissão de Segurança Pública e Combate ao Crime Organizado,"Anexo II, Plenário 06",0,0,0,0,0,"[{'id': 356, 'video_id': '0p_CS7EerkE', 'title': None, 'is_attachment': False, 'order': 0}]",0p_CS7EerkE
1449,1475,58808,0,CCTCI,2,7,2019-11-28T17:13:02.521143-03:00,2022-12-18T00:59:30.139734-03:00,True,Audiência Pública,"CIÊNCIA E TECNOLOGIA, COMUNICAÇÃO E INFORMÁTICA","PALESTRANTES:

SAMIR NOBRE
Advogado da Associação Brasileira de Rádio e Televisão (Abratel)
(Confirmado)

MARCELO BECHARA
Diretor de Regulação e Relações Institucionais do Grupo Globo, representando a Associação Brasileira de Emissoras de Rádio e Televisão (Abert)
(Confirmado)

ROBERTO FRANCO
Diretor de Assuntos Regulatórios e Institucionais do Sistema Brasileiro de Televisão - SBT
(Confirmado)

FÁBIO AUGUSTO ANDRADE
Vice-presidente de Relações Institucionais da Claro 
(Confirmado)

ALEX JUCIUS
Diretor-geral da Associação NEO
(Confirmado)

MARINA PITA
Gerente de Projetos do Intervozes - Coletivo Brasil de Comunicação Social
(Confirmada)

MAURÍCIO FITTIPALDI
Consultor da Motion Picture Association (MPA)
(Confirmado)

JORGE BITTAR
Consultor em Telecomunicações e ex-deputado federal
(Confirmado)

LEONARDO EDDE
Presidente do Sindicato da Indústria Audiovisual (Sicav)
(Não comparecerá)

MAURO GARCIA
Presidente-executivo da Brasil Audiovisual Independente (Bravi)
(Não comparecerá)","PL 4292/2019, que altera a Lei do SeAC",2019-12-05T09:29:08-03:00,"Comissão de Ciência e Tecnologia, Comunicação e Informática","Anexo II, Plenário 09",2,0,1,3,3,"[{'id': 1143, 'video_id': 'QZ2eirxcdk0', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 1137, 'video_id': 'UcwOy0FVUuE', 'title': None, 'is_attachment': False, 'order': 0}]",QZ2eirxcdk0
1450,619,50500,0,CLP,2,5,2017-12-05T17:35:10.891747-02:00,2022-12-18T01:19:23.708945-03:00,True,Audiência Pública,LEGISLAÇÃO PARTICIPATIVA,"Debate sobre a situação financeira dos Municípios.

Expositores: 

 - PAULO ZIULKOSKY, Presidente da Confederação Nacional dos Municípios; (Confirmado)

 - FABIANA AZEVEDO DA CUNHA BARTH, Membro do Conselho Federal da Ordem dos Advogados do Brasil - OAB (Confirmada).

Requerimento nº 168/2017 - CLP, do Sr. André Amaral.",,2017-12-12T14:49:05-02:00,Comissão de Legislação Participativa,"Anexo II, Plenário 03",1,0,1,1,2,"[{'id': 367, 'video_id': 'IYWHLZlxVXU', 'title': None, 'is_attachment': False, 'order': 0}]",IYWHLZlxVXU
1451,1046,56308,0,CSSF,2,6,2019-06-26T20:14:02.353582-03:00,2022-12-19T09:39:21.815180-03:00,True,Audiência Pública,SEGURIDADE SOCIAL E FAMÍLIA,"Requerimento 87/2019 - Dep. Pedro Westphalen (PP/RS)

1) FRANCIELI FONTANA SUTILE TARDETTI FANTINATO
   Coordenadora Substituta do  Programa Nacional de Imunizações

2) JUAREZ CUNHA
   Presidente - Sociedade Brasileira de Imunizações - SBIM

3) ALESSANDRO ALDRIN PINHEIRO CHAGAS
   Representante do CONASEMS

4) NEREU HENRIQUE MANSANO
   Técnico Especialista em Imunização de Referência - CONASS
",Programa Nacional de Imunização (PNI) do Ministério da Saúde.,2019-07-02T10:26:05-03:00,Comissão de Seguridade Social e Família,"Anexo II, Plenário 07",5,0,4,5,4,"[{'id': 738, 'video_id': 'mlbOcHZRRRg', 'title': None, 'is_attachment': False, 'order': 0}]",mlbOcHZRRRg
1452,1439,58732,0,CMADS,2,22,2019-11-19T17:15:02.645951-03:00,2022-12-18T00:59:35.478318-03:00,True,Audiência Pública,MEIO AMBIENTE E DES.  SUSTENTÁVEL,"
Homero de Giorge Cerqueira Presidente do  Instituto Chico Mendes de Conservação da Biodiversidade (*);

VICTOR LAMARÃO DE FRANÇA - Superintendente de Biodiversidade e Áreas Protegidas da Secretária de Meio Ambiente do Maranhão (*);

PROFESSOR BENEDITO SOUZA FILHO, Programa de Pós Graduação em Ciências Sociais da UFMA - Universidade Federal do Maranhão (*);

CONSULTORIA LEGISLATIVA - Câmara dos Deputados


(*) presença confirmada
",Privatização da Gestão do Parque Nacional dos Lençóis Maranhenses,2019-12-05T08:32:38-03:00,Comissão de Meio Ambiente e Desenvolvimento Sustentável,"Anexo II, Plenário 08",11,0,43,12,6,"[{'id': 1134, 'video_id': 'TeMW5tSA4kM', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 1129, 'video_id': 'CPiFx0dTzuE', 'title': None, 'is_attachment': False, 'order': 0}]",TeMW5tSA4kM
1453,1147,57017,0,CESPO,2,297,2019-08-22T10:49:02.840434-03:00,2022-12-18T01:05:40.232593-03:00,True,Audiência Pública,ESPORTE,"Req nº 55/2019, de iniciativa do deputado Roberto Alves

CONVIDADOS

Confirmados:

RINALDO JOSÉ MARTORELLI - Sindicato dos Atletlas Profissionais do Estado de São Paulo

LEANDRO MACEDO - Triatleta

MARCO ANTÔNIO DE MATTOS LA PORTA JÚNIOR - Vice-Presidente do Comitê Olímpico do Brasil

RODRIGO ACIOLI MOURA - Associação Brasileira de Psicologia do Esporte




Ausências justificadas:

REPRESENTANTE -  Secretaria Especial do Esporte - Ministério da Cidadania

REPRESENTANTE - Confederação Brasileira de Futebol

REPRESENTANTE -  Comitê Paralímpico Brasileiro

DANIEL DIAS - Atleta Paralímpico de Natação
",PL 7683/2017 - Assistência psicológica a atletas profissionais,2019-09-18T14:47:33-03:00,Comissão do Esporte,"Anexo II, Plenário 04",13,0,35,37,21,"[{'id': 885, 'video_id': 'sJVEgEFUWho', 'title': None, 'is_attachment': False, 'order': 0}]",sJVEgEFUWho
1454,522,48779,0,CME,2,18,2017-10-18T11:45:02.216486-02:00,2022-12-18T01:22:56.691501-03:00,True,Seminário,MINAS E ENERGIA,"Revolução Tecnológica no Sistema de Geração e Distribuição de Energia Elétrica no Brasil - Inscreva-se em http://www2.camara.leg.br/atividade-legislativa/comissoes/comissoes-permanentes/cme

Evento organizado em atendimento ao Requerimento nº 162/2017, do Deputado Jhonatan de Jesus.

Programação:

CREDENCIAMENTO - 8h30m 

ABERTURA - 9h
- Deputado Rodrigo Maia, Presidente da Câmara dos Deputados
- Sr. Moacir Carlos Bertol, Secretário Adjunto de Planejamento e Desenvolvimento Energético do Ministério de Minas e  Energia
- Deputado Jhonatan de Jesus, Presidente da Comissão de Minas e Energia

PAINEL I - Financiamento de P&D e da implantação de energia elétrica sustentável - 9h30m 

- Sr. José Rubens Dutra Mota, Especialista de Políticas de Desenvolvimento do Banco do Nordeste - FNE Sol: financiamento de sistemas de micro e minigeração distribuída de energia por fontes renováveis; 
(CONFIRMADO)
- Sr. Ailson de Souza Barbosa, Superintendente de Pesquisa e Desenvolvimento e Eficiência Energética da Agência Nacional de Energia Elétrica - Aneel: recursos de P&D para projetos de geração fotovoltaica e armazenamento de energia elétrica; (CONFIRMADO)
- Sra. Samira Sana Fernandes de Souza, Coordenadora de Inovação em Tecnologias Setorias do  Ministério da Ciência, Tecnologia, Inovações e Comunicações; 
(CONFIRMADA)

Mediador: Deputado Ronaldo Benedet 

PAINEL II - Geração distribuída fotovoltaica no Brasil - 11h15m

- Sr. Guilherme Wehb Syrkis, Assessor Especial do Ministério de Minas e Energia: perspectivas da energia solar para a geração distribuída no Brasil;  (CONFIRMADO)
- Sr. Hewerton Martins, Vice-presidente da Associação Brasileira de Energia Solar Fotovoltaica - ABSOLAR: desafios da geração distribuída fotovoltaica no Brasil;
 (CONFIRMADO)
- Sr. Roberto Zilles, Chefe Técnico da Divisão Científica de Planejamento, Análise e Desenvolvimento Energético do Instituto de Energia e Ambiente (IEE) da Universidade de São Paulo: pesquisa em energia fotovoltaica no Brasil; 
(CONFIRMADO)

Mediadores: Deputados Augusto Carvalho e Carlos Andrade


Intervalo para almoço - 13h

PAINEL III - Armazenamento de energia elétrica - 14h30m

- Sr. Carlos Augusto Leite Brandão, Presidente da Associação Brasileira de Armazenamento e Qualidade de Energia - Abaque: armazenamento de energia no contexto da evolução do setor elétrico no Brasil; (CONFIRMADO)
- Sr. Christiano José Santiago de Matos, Professor do Centro de Pesquisas Avançadas em Grafeno, Nanomateriais e Nanotecnologias (MackGraphe) da Universidade Presbiteriana Mackenzie: desenvolvimento de baterias de grafeno no Brasil; (CONFIRMADO)
- Sr. Spartacus Pedrosa, Diretor do Instituto de Tecnologia Baterias Moura: Fabricação de baterias de alto desempenho no Brasil. 
(CONFIRMADO)

Mediadora: Deputada Dâmina Pereira

Intervalo - 16h15m

PAINEL IV - Eficiência energética e sustentabilidade - 16h30m
 
- Sr. Eng. Carlos Ogawa, Gerente do Departamento de Desenvolvimento e Inovação da WEG Energia Equipamentos Elétricos S.A.: perspectivas para o aumento da eficiência dos motores elétricos;
 (CONFIRMADO)
- Sr. Cesar Soós, Engenheiro de P&D da Keppe Motor: pesquisa em motores elétricos eficientes; 
(CONFIRMADO)
- Gen. Div. Decílio de Medeiros Sales, Diretor do Departamento de Ciência e Tecnologia Industrial do Ministério da Defesa: sistema de transmissão de energia elétrica por meio de cabo híbrido.
 (CONFIRMADO)

Mediador: Deputado Cabuçu Borges 

ENCERRAMENTO - 18h15m
Deputado Jhonatan de Jesus, Presidente da Comissão de Minas e Energia
",,2017-10-18T14:43:58-02:00,Comissão de Minas e Energia,Auditório Nereu Ramos,7,0,38,8,6,"[{'id': 265, 'video_id': 'I74BKF3EHEI', 'title': None, 'is_attachment': False, 'order': 0}]",I74BKF3EHEI
1455,1016,55829,0,CINDRA,2,2,2019-06-11T14:23:01.701006-03:00,2022-12-18T01:10:15.254956-03:00,True,Audiência Pública,"INTEGRAÇÃO NACIONAL, DESENV. REGIONAL E AMAZÔNIA","Convidados:

Patrícia Costa Dias, Coordenadora-Geral de Infraestrutura Educacional do Fundo Nacional de Desenvolvimento da Educação - FNDE; **

Otávio Pereira D'Ávila , Diretor de Saúde da Família, do Ministério da Saúde. **



Requerimento nº 21/2019, de autoria do deputado Jesus Sérgio (PDT/AC). 

** Presença confirmada.",Fixação de preços-padrão por regiões do país para obras dos Ministérios da Educação e da Saúde ,2019-06-18T14:25:48-03:00,"Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia","Anexo II, Plenário 15",0,0,1,0,1,"[{'id': 716, 'video_id': 'fuzDfASeBbg', 'title': None, 'is_attachment': False, 'order': 0}]",fuzDfASeBbg
1456,2503,64139,0,CPD,2,47,2021-11-17T17:01:03.921612-03:00,2022-12-18T14:30:08.899329-03:00,True,Seminário,DIREITOS DAS PESSOAS COM DEFICIÊNCIA,"SEMINÁRIO 
Legislação, jurisprudência e políticas públicas sobre o autismo
DIA 14/12/2021 
LOCAL: Anexo II, Plenário 12
HORÁRIO: 14h 

14h às 14h40 -  SOLENIDADE DE ABERTURA 

Convidados de Honra:
 -  Luiz Henrique Mandetta,  Ex-ministro de Estado da Saúde; (*)
 - Dep. Célio Studart, Presidente da Frente Parlamentar do Autismo;(*)
  - Dep. Carmen Zanotto, Presidente da Comissão Especial da PEC 383/17 - Sistema Único de Assistência Social e membro titular da Comissão de Seguridade Social e Família;
  - Dep. Zacharias Calil, Membro titular da Comissão de Seguridade Social e Família;
  - Marlla Mendes, Presidente da Comissão de Defesa dos Direitos da Pessoa com Autismo da OAB Nacional e representante  do Presidente da Ordem dos Advogados do Brasil, Felipe Santa Cruz;(*)
  - Edilson Barbosa, Presidente da Comissão de Defesa dos Direitos da Pessoa com Autismo da OAB/DF; (*)
 

14h40 às 15h10 - Mesa 1
Tema: Legislação, Jurisprudência, o entendimento dos Tribunais Superiores e a Cobertura do Tratamento pelos Planos de Saúde

Palestrantes:
 Marlla Mendes, Presidente da Comissão de Defesa dos Direitos da Pessoa com Autismo da OAB Nacional; (*)
 Robson Menezes, Vice-Presidente da Comissão Especial de Defesa dos Direitos da Pessoa com Autismo da OAB Nacional- CEDDPA/OAB;(*)
 Maíra Tomo, advogada, membro da CEDDPA, representante da OAB/GO;(*)
 Giovanna Trad, advogada, membro da CEDDPA e representante da OAB/MS.(*)

15h10 às 15h45 - Mesa 2
Tema: Autismo - Genética, Tratamento Eficaz e Inclusão


Palestrantes:
 Dra. Anita Brito, Doutora em Neurociência pela USP, com foco na neurobiologia do Autismo e outros Transtornos do Neurodesenvolvimento; (*)
 Dr. Carlos Gadia, Neuropediatra, Diretor Associado do Dan Marino Center, Miami Children's Hospital e Diretor-Médico da TISMOO Biot; (*)
 Dr. Lucelmo Lacerda, Doutor em Educação pela Universidade Federal de São Carlos- UFscar;(*)
 Profª Viviani Guimarães, Psicopedagoga Especialista em Avaliação e Professora Neurocientista com ênfase em Avaliação e Intervenção;(*)
 Nícolas Brito, Escritor, Fotógrafo e autista.(*)
- Fabiani Borges, Advogada, membro da CEDDPA, Representante da OAB/BA, Co-fundadora do coletivo AUTIMAIS; (*)

15h45 às 16h25 - Mesa 3 
Tema: As demandas das Comissões da Pessoa com Deficiência e o que tem sido feito para a realização de Políticas Públicas para o Autismo.


Palestrantes:
 Caio Sousa, Advogado e Presidente da Comissão da Pessoa com Deficiência da OAB/RJ; (*)
 Francisco Telles, Advogado e Vice-Presidente Comissão da Pessoa com Deficiência da OAB/RS;(*)
 Anna Karina Cunha, Advogada, Membro da CEDDPA e representante da OAB/MA; (*)
 Elyse Matos, Advogada, membro da CEDDPA, representante da OAB/PR e fundadora do Instituto ICOPROJECT em Curitiba-PR;(*)
 Washington Lana, Advogado, membro da CEDDPA e representante na OAB/MG.

16h25 às 17h - DEBATES
17h - ENCERRAMENTO


LEGENDA:

( * ) Presença confirmada
( ** ) Não virá

(REQ 87/2021 CPD, da deputada Rejane Dias )

","Legislação, jurisprudencia e politicas públicas sobre o autismo",2021-12-14T14:56:25-03:00,Comissão de Defesa dos Direitos das Pessoas com Deficiência,"Anexo II, Plenário 12",9,0,24,9,9,"[{'id': 3251, 'video_id': 'AtIZVqVCc1A', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 3074, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",AtIZVqVCc1A
1457,1725,60480,0,GTELEI,2,32,2021-03-02T17:22:01.643532-03:00,2022-12-18T16:36:12.116261-03:00,True,Audiência Pública,GRUPO DE TRABALHO REFORMA DA LEGISLAÇÃO ELEITORAL,"9 horas: 
- MARCELO WEICK POGLIESE - Coordenador da Academia Brasileira de Direito Eleitoral e Político - ABRADEP;
- GABRIELA ROLEMBERG - Secretária Geral -  ABRADEP; 
- RODOLFO VIANA - Membro ABRADEP;
- LARA FERREIRA - Membro ABRADEP; 
- LUIZ FERNDO PEREIRA - Membro ABRADEP; 
- FREDERICO ALVIM - Membro ABRADEP; 


10 horas: 
- HENRIQUE NEVES DA SILVA - Presidente do Instituto Brasileiro de Direito Eleitoral - IBRADE; 
- ÂNGELA CIGNACHI BAETA NEVES -  Vice-Presidente - IBRADE
- SYDNEY NEVES  - Diretor - IBRADE

",Fluxo do envio de propostas das entidades da sociedade,2021-03-05T09:19:12-03:00,Grupo de Trablho destinado a elaborar estudos para reforma da legislação eleitoral.,"Anexo II, Plenário 03",4,0,5,5,6,"[{'id': 1630, 'video_id': 'ILEmwY0VmXk', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 1625, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",ILEmwY0VmXk
1458,1429,58690,0,CTASP,2,12,2019-11-18T07:54:02.447502-03:00,2022-12-18T01:00:37.399812-03:00,True,Audiência Pública,"TRABALHO, ADMINISTRAÇÃO E SERVIÇO PÚBLICO","Audiência Pública  para debater as condições de funcionamento do Aeroporto Carlos Prates localizado na região Noroeste de Belo Horizonte.

Req. nº 164/19 de Autoria do Deputado Rogério Correia - PT/MG


Debatedores Convidados:

1 - Senhor Fernando de Almeida Martins, Procurador da República; Não compareceu

2 - Senhor Giovano Palma, Gerente de Certificação e Segurança Operacional, da Superintendência de Infraestrutura Aeroportuária, representando o Senhor José Ricardo Botelho, Diretor Presidente da Agência Nacional de Aviação Civil - ANAC: Compareceu

3 - Senhor Ricardo Signorini, Superintendente do Aeroporto Carlos Prates, representando o Senhor Hélio Paes de Barros Júnior, Presidente da INFRAERO; Compareceu

4 - Senhor Vereador Léo Burguês de Castro, Presidente da Comissão de Administração da Câmara Municipal de Belo Horizonte; Não compareceu

5 - Senhor Alexandre Kalil, Prefeito de Belo Horizonte; Não compareceu

6 - Deputada Beatriz Cerqueira Representante da Assembleia Legislativa de Minas Gerais; Não compareceu

7 - Vereador Pedro Bueno, representando a Comissão de Administração Pública da Câmara Municipal de BH, Representante da Câmara Municipal de Belo Horizonte; compareceu

8 - Senhor Alexandre Fonseca Dias, Representante dos moradores do bairro Caiçara; Não compareceu

9  - Senhor Francisco  Pio Ferreira Bessa, representante da Starflight Escola de Aviação Civil, incluido pelo Deputado Guilherme Derrite. Não compareceu

10 - Senhor Roberto Pereira Júnior, Presidente do Aeroclube do Estado de Minas Gerais. Incluido pelo autor do Requerimento. Não compareceu

11 - Senhor Estevam Lopes Velasquez, representante da Escola de Aviação Civil Ltda. Incluído pelo autor do Requerimento. Não compareceu



",Aeroporto Carlos Prates (BH): acidentes e condições de funcionamento,2019-11-26T13:39:51-03:00,"Comissão de Trabalho, de Administração e Serviço Público","Anexo II, Plenário 16",5,0,13,5,4,"[{'id': 1087, 'video_id': 'eZ7szOP1x4Q', 'title': None, 'is_attachment': False, 'order': 0}]",eZ7szOP1x4Q
1459,529,49836,0,CFFC,0,3,2017-10-23T09:31:06.301992-02:00,2022-12-11T05:11:19.312416-03:00,True,Audiência Pública,FISCALIZAÇÃO FINANCEIRA E CONTROLE,"Requerimento nº 419/2017-CFFC
Autor: Deputado Wilson Filho

Tema: Expor as principais ações da pasta para o biênio 2017/2018.

Convidado confirmado:
Sr. Leonardo Picciani - Ministro do Esporte",EXPOR AS PRINCIPAIS AÇÕES DA PASTA PARA O BIÊNIO 2017/2018.,2017-11-29T11:00:00-02:00,Comissão de Fiscalização Financeira e Controle,"Anexo II, Plenário 09",0,0,0,0,0,[],
1460,2249,63012,0,CIDOSO,2,19,2021-09-02T11:27:03.437897-03:00,2022-12-18T00:37:07.790690-03:00,True,Audiência Pública,DIREITOS DA PESSOA IDOSA,"Audiência Pública, por videoconferência, com os seguintes convidados: 

Tema: Aliciamento e indução de idosos à contratação de empréstimos financeiros


1)  MARCOS LEITE DE BARROS FILHO (Confirmado) - Representante do Sindicato de Delegados de Polícia do Estado de São Paulo (SINDPESP-SP) e da Associação dos Delegados de Polícia do Brasil (ADEPOL);

2)    YEDDA GASPAR (Confirmada)  - Presidente da  Federação das Associações de Aposentados do Estado do Rio de Janeiro; 

3)   JOÃO SILVEIRA (Confirmado) -  Advogado do Procon de Volta Redonda -RJ; 

4) JOSE PAULO PIRES (Confirmado)-  Delegado da Polícia Civil do Rio de Janeiro. 


(REQ 64/2021 CIDOSO, do deputado Delegado Antônio Furtado )

",Aliciamento e indução de idosos à contratação de empréstimos ,2021-09-14T16:43:36-03:00,Comissão de Defesa dos Direitos da Pessoa Idosa,"Anexo II, Plenário 12",4,0,14,6,6,"[{'id': 2678, 'video_id': 'XVrP8gSrnzU', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 2607, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",XVrP8gSrnzU
1461,1969,61839,0,CE,2,22,2021-06-04T12:50:03.193036-03:00,2022-12-18T00:44:28.685715-03:00,True,Audiência Pública,EDUCAÇÃO,"REQ nº 41/2021, de autoria da Deputada Professora Rosa Neide (PT-MT)

Convidados:


RITA GOMES DO NASCIMENTO (POTYGUARA) - presença confirmada
Membro do Fórum Nacional de Educação Escolar Indígena - FNEEI

GERSEM JOSÉ DOS SANTOS LUCIANO (BANIWA) - presença confirmada
Coordenador do Curso Formação de Professores Indigenas da Faculdade de Educacao da Universidade Federal do Amazonas e membro do Fórum Nacional de Educação Escolar Indígena - FNEEI

FRANCISCA NAVANTINO PINTO DE ÂNGELO (PARECI) - presença confirmada
Membro do Conselho Estadual de Educação Escolar Indígena de Mato Grosso e membro do Fórum Nacional de Educação Escolar Indígena - FNEEI

ANA MARIA GOMES
Professora em Educação Escolar Indígena da Universidade Federal de Minas Gerais - UFMG",Sistema Nacional de Educação e a Educação Escolar Indígena,2021-06-21T09:26:15-03:00,Comissão de Educação,"Anexo II, Plenário 12",1,0,9,2,4,"[{'id': 2182, 'video_id': '6Z6XNdNune8', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 2067, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",6Z6XNdNune8
1462,1473,58928,0,CPD,2,14,2019-11-28T15:36:02.403337-03:00,2022-12-19T01:59:45.194009-03:00,True,Audiência Pública,DIREITOS DAS PESSOAS COM DEFICIÊNCIA,"Requerimento nº 77/2019, de autoria do Deputado Gilberto Nascimento.

Convidados:

Michelle Stephaine de Almeida Antunes, Co- autora do Projeto Amigos da Audição e Fonoaudióloga; (Videoconferência)

Janeclei Bertolazo da Silva, Enfermeira Coordenadora da Atenção Básica da Cidade de Holambra; (Videoconferência)

Fernanda de Brito, Coordenadora de Ações Lúdicas; 

João Marcelo Ducceshi de Almeida, Otorrinolaringologista;

Silvio Milano, Vice-presidente da federação brasileira de combate ao câncer.",Projeto Amigos da Audição,2019-12-10T13:19:44-03:00,Comissão de Defesa dos Direitos das Pessoas com Deficiência,"Anexo II, Plenário 13",1,0,13,2,3,"[{'id': 1151, 'video_id': 'Ei4wr3uRoGU', 'title': None, 'is_attachment': False, 'order': 0}]",Ei4wr3uRoGU
1463,2617,64854,0,GTSISGOV,2,21,2022-04-04T13:56:02.636226-03:00,2022-12-18T20:16:38.564583-03:00,True,Audiência Pública,SISTEMA DE GOVERNO SEMIPRESIDENCIALISTA,"Audiência Pública com os convidados:
1) OCTÁVIO AMORIM NETO, Cientista Político e Professor da Fundação Getúlio Vargas, Doutor em Ciência Política pela Universidade da Califórnia, campus de San Diego; Mestre em Ciência Política pelo Instituto Universitário de Pesquisas do Rio de Janeiro - IUPERJ; e Graduado em Ciências Sociais pela Universidade Federal do Rio de Janeiro - UFRJ (Req. 3, do Dep. Samuel Moreira) - presença confirmada;
2) DANIEL SARMENTO, Advogado e Professor de Direito Constitucional na Universidade do Estado do Rio de Janeiro - UERJ, Doutor em Direito pela UERJ; Mestre em Direito Público pela UERJ e graduado em Direito pela UERJ (Req. 1, do Dep. Samuel Moreira - adendo da Dep. Margarete Coelho) - presença confirmada; e 
3) ALAN DANIEL FREIRE DE LACERDA, Professor da Universidade Federal do Rio Grande do Norte - UFRN, doutor em Ciência Política pelo IUPERJ, Mestre em Ciência Política pelo IUPERJ, e graduado em Ciências Sociais pela UFRN, (Req. 1, do Dep. Samuel Moreira) - presença confirmada.


(REQ 1/2022 GTSISGOV, do deputado Samuel Moreira ; REQ 3/2022 GTSISGOV, do deputado Samuel Moreira )

",Debate sobre sistemas de governo.,2022-04-06T09:32:29-03:00,Grupo de Trabalho (GTSISGOV) destinado a analisar e debater temas relacionados ao sistema de governo semipresidencialista,"Anexo II, Plenário 11",6,0,5,7,7,"[{'id': 3320, 'video_id': '9e8Gge5IYP4', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 3318, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",9e8Gge5IYP4
